a_index	a_name	a_type	a_enable	a_sub	a_get_type	a_count	a_min_level	a_max_level	a_start_type	a_end_type	a_start_data	a_end_data	a_link	a_data0	a_data1	a_data2	a_data3	a_data4	a_data5	a_data6	a_data7	a_data8	a_data9	a_zone	a_prize	a_laim	a_exp	a_item0	a_item1	a_item2	a_item3	a_item4	a_item5	a_item6	a_item7	a_item8	a_string0	a_string1	a_string2	a_string3	a_string4	a_string5	
658	Quests Request from Bellion # I-1.	1	1	354	0	0	275	288	1	1	0	48	-1	299	302	297	0	0	30	25	20	0	0	128	6	288900	405500	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: White Horn	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
659	Quests Request from Bellion # I-2.	1	1	355	0	0	284	295	1	1	0	48	-1	302	297	294	0	0	40	30	8	0	0	128	6	327480	474000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: White Horn	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
660	Quests Request from Bellion # I-3.	1	1	356	0	0	293	300	1	1	0	48	-1	244	220	245	221	249	20	15	10	1	1	64	6	137898	39837	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
661	Quests Request from Bellion # I-4.	1	1	357	0	0	296	303	1	1	0	48	-1	299	302	297	294	0	20	33	11	10	0	128	6	300960	430700	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: White Horn	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
662	Quests Request from Bellion # I-5.	1	1	358	0	0	299	306	1	1	0	48	-1	244	220	245	221	249	15	20	20	2	2	64	6	165726	53657	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
663	Quests Request from Bellion # I-6.	1	1	359	0	0	303	310	1	1	0	48	-1	299	302	297	294	0	20	33	11	10	0	128	6	300960	430700	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: White Horn	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
664	Quest stone statue of Ishumiron 101.	0	1	268	0	0	290	298	1	2	0	249	-1	20	35	0	0	0	0	0	0	0	0	64	3	651	1330000	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Flying Devil King.	Location: Pharos	When mission completion will be awarded automatically.	NULL	NULL		
665	Quest stone statue of Ishumiron 102.	0	1	269	0	0	296	301	1	2	0	299	-1	50	70	0	0	0	0	0	0	0	0	128	3	4130	672000	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Clay Soul.	Location: White Horn	When mission completion will be awarded automatically.	NULL	NULL		
666	Quest stone statue of Ishumiron 103.	0	1	270	0	0	299	306	1	2	0	302	-1	55	75	0	0	0	0	0	0	0	0	128	3	3900	660000	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Ice Risk.	Location: White Horn	When mission completion will be awarded automatically.	NULL	NULL		
667	Quest stone statue of Ishumiron 104.	0	1	271	0	0	302	310	1	2	0	297	-1	50	70	0	0	0	0	0	0	0	0	128	3	4970	868000	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Hail Wizard.	Location: White Horn	When mission completion will be awarded automatically.	NULL	NULL		
668	Quest stone statue of Ishumiron 105.	0	1	272	0	0	305	315	1	2	0	294	-1	40	80	0	0	0	0	0	0	0	0	128	3	7280	1360000	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Winter Knight.	Location: White Horn	When mission completion will be awarded automatically.	NULL	NULL		
669	Wetland destruction (1)	2	1	0	0	0	10	43	1	5	0	294	-1	30	150	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
670	Wetland destruction (2)	2	1	1	0	0	44	86	1	5	0	294	-1	90	210	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
671	Wetland destruction (3)	2	1	2	0	0	87	129	1	5	0	294	-1	150	300	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
672	Wetland destruction (4)	2	1	3	0	0	130	172	1	5	0	294	-1	30	90	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
673	Wetland destruction (5)	2	1	4	0	0	173	215	1	5	0	294	-1	40	100	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
674	Swamp Holocaust (6)	2	1	5	0	0	216	258	1	5	0	294	-1	50	110	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
675	Wetland destruction (7)	2	1	6	0	0	259	301	1	5	0	294	-1	60	120	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
676	Wetland destruction (8)	2	1	7	0	0	302	344	1	5	0	294	-1	7	13	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
677	Swamp Holocaust (9)	2	1	8	0	0	345	387	1	5	0	294	-1	8	14	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
678	Swamp Holocaust (10)	2	1	9	0	0	388	999	1	5	0	294	-1	36	60	0	0	0	0	0	0	0	0	128	4	0	0	-6	1054	0	1	0	0	0	0	0	The goal: Destroy all	It will become a power to you.	Location: All map	The mission was a success.	You will be tested.		
679	Quest stone statue of Ishumiron 106.	0	1	276	0	0	308	320	1	2	0	363	-1	34	74	0	0	0	0	0	0	0	0	256	3	2091	226200	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Yeti	Location: Genus Laboratory	When mission completion will be awarded automatically.	NULL	NULL		
680	Quest stone statue of Ishumiron 107.	0	1	277	0	0	301	309	1	2	0	392	-1	40	80	0	0	0	0	0	0	0	0	512	3	4888	363606	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Bone Worker.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
681	Quest stone statue of Ishumiron 108.	0	1	278	0	0	301	309	1	2	0	411	-1	40	60	0	0	0	0	0	0	0	0	512	3	5005	356973	0	0	0	1	0	0	0	0	0	Description: Eliminate the Cursed King Anteater.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
682	Quest stone statue of Ishumiron 109.	0	1	279	0	0	304	312	1	2	0	392	-1	60	80	0	0	0	0	0	0	0	0	512	3	5648	431490	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Bone Worker.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
683	Quest stone statue of Ishumiron 110.	0	1	280	0	0	307	315	1	2	0	411	-1	40	50	0	0	0	0	0	0	0	0	512	3	4419	321449	0	0	0	1	0	0	0	0	0	Description: Eliminate the Cursed King Anteater.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
684	Quest stone statue of Ishumiron 111.	0	1	281	0	0	307	315	1	2	0	393	-1	50	80	0	0	0	0	0	0	0	0	512	3	5475	412019	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Born Sorcerer.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
685	Quest stone statue of Ishumiron 112.	0	1	282	0	0	310	318	1	2	0	398	-1	60	70	0	0	0	0	0	0	0	0	512	3	5006	382146	0	0	0	1	0	0	0	0	0	Description: Kill Cursed X-Genter.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
686	Quest stone statue of Ishumiron 113.	0	1	283	0	0	313	321	1	2	0	398	-1	30	60	0	0	0	0	0	0	0	0	512	3	3720	280751	0	0	0	1	0	0	0	0	0	Description: Kill Cursed X-Genter.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
687	Quest stone statue of Ishumiron 114.	0	1	284	0	0	313	321	1	2	0	394	-1	60	80	0	0	0	0	0	0	0	0	512	3	6096	463261	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Bone Master.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
688	Quest stone statue of Ishumiron 115.	0	1	285	0	0	316	324	1	2	0	394	-1	40	60	0	0	0	0	0	0	0	0	512	3	4314	328488	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Bone Master.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
689	Quest stone statue of Ishumiron 116.	0	1	286	0	0	316	324	1	2	0	396	-1	70	100	0	0	0	0	0	0	0	0	512	3	4095	316259	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Hammer Genter.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
690	Quest stone statue of Ishumiron 117.	0	1	287	0	0	319	327	1	2	0	396	-1	70	100	0	0	0	0	0	0	0	0	512	3	3246	255086	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Hammer Genter.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
691	Quest stone statue of Ishumiron 118.	0	1	288	0	0	319	327	1	2	0	412	-1	50	80	0	0	0	0	0	0	0	0	512	3	6784	492447	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Faivz	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
692	Quest stone statue of Ishumiron 119.	0	1	289	0	0	322	330	1	2	0	400	-1	50	60	0	0	0	0	0	0	0	0	512	3	4659	365016	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Iron Genter.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
693	Quest stone statue of Ishumiron 120.	0	1	290	0	0	322	330	1	2	0	412	-1	50	60	0	0	0	0	0	0	0	0	512	3	5689	419422	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Faivz	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
694	Quest stone statue of Ishumiron 121.	0	1	291	0	0	325	333	1	2	0	412	-1	35	45	0	0	0	0	0	0	0	0	512	3	4100	304076	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Faivz	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
695	Quest stone statue of Ishumiron 122.	0	1	292	0	0	328	336	1	2	0	407	-1	60	80	0	0	0	0	0	0	0	0	512	3	6127	477607	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Light Warrior.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
696	Quest stone statue of Ishumiron 123.	0	1	293	0	0	328	336	1	2	0	409	-1	60	80	0	0	0	0	0	0	0	0	512	3	7111	530833	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Pitros	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
697	Quest stone statue of Ishumiron 124.	0	1	294	0	0	331	339	1	2	0	407	-1	50	60	0	0	0	0	0	0	0	0	512	3	4772	377414	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Light Warrior.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
698	Quest stone statue of Ishumiron 125.	0	1	295	0	0	331	339	1	2	0	408	-1	60	80	0	0	0	0	0	0	0	0	512	3	6387	494429	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Hawk valkyrie.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
699	Quest stone statue of Ishumiron 126.	0	1	296	0	0	334	342	1	2	0	408	-1	50	70	0	0	0	0	0	0	0	0	512	3	5426	422059	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Hawk valkyrie.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
700	Quest stone statue of Ishumiron 127.	0	1	297	0	0	334	342	1	2	0	415	-1	70	80	0	0	0	0	0	0	0	0	512	3	7861	590680	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Convoy	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
701	Quest stone statue of Ishumiron 128.	0	1	298	0	0	337	345	1	2	0	415	-1	50	60	0	0	0	0	0	0	0	0	512	3	5765	432332	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Convoy	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
702	Quest stone statue of Ishumiron 129.	0	1	299	0	0	301	312	1	2	0	405	-1	10	15	0	0	0	0	0	0	0	0	512	3	3959	735350	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Devil Hood.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
703	Quest stone statue of Ishumiron 130.	0	1	300	0	0	310	321	1	2	0	406	-1	10	15	0	0	0	0	0	0	0	0	512	3	4204	780302	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Devil Force.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
704	Quest stone statue of Ishumiron 131.	0	1	301	0	0	319	330	1	2	0	385	-1	10	15	0	0	0	0	0	0	0	0	512	3	4130	781684	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Kiold	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
705	Quest stone statue of Ishumiron 132.	0	1	302	0	0	328	339	1	2	0	386	-1	10	15	0	0	0	0	0	0	0	0	512	3	4421	833699	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Todd Kiold.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
706	Quest stone statue of Ishumiron 133.	0	1	303	0	0	334	345	1	2	0	387	-1	10	15	0	0	0	0	0	0	0	0	512	3	4765	888873	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Bone Kiold.	Location: Dmitron	When mission completion will be awarded automatically.	NULL	NULL		
707	Quests Request from Bellion # J-1.	1	1	362	0	0	301	309	1	1	0	0	-1	392	393	394	0	0	30	20	10	0	0	512	6	252716	70357	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
708	Quests Request from Bellion # J-2.	1	1	367	0	0	301	309	1	1	0	0	-1	411	412	394	0	0	40	30	2	0	0	512	6	348660	97136	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
709	Quests Request from Bellion # J-3 (preliminary).	1	0	362	0	0	301	309	1	1	0	0	-1	411	412	394	0	0	40	30	2	0	0	512	6	418391	97136	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
710	Quests Request from Bellion # J-4.	1	1	363	0	0	305	313	1	1	0	0	-1	392	388	389	0	0	30	30	5	0	0	512	6	329110	125149	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
711	Quests Request from Bellion # J-5.	1	1	364	0	0	305	313	1	1	0	0	-1	392	393	394	0	0	30	20	10	0	0	512	6	243151	67694	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
712	Quests Request from Bellion # J-6.	1	1	365	0	0	309	317	1	1	0	0	-1	411	412	389	0	0	50	50	1	0	0	512	6	466382	136386	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
713	Quests Request from Bellion # J-7.	1	1	366	0	0	309	317	1	1	0	0	-1	401	402	0	0	0	40	15	0	0	0	512	6	345160	181346	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
714	Quests Request from Bellion # J-8 (preliminary).	1	0	367	0	0	309	317	1	1	0	0	-1	401	402	0	0	0	40	15	0	0	0	512	6	345160	181346	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
715	Quests Request from Bellion # J-9.	1	1	368	0	0	313	321	1	1	0	0	-1	398	396	400	0	0	25	25	15	0	0	512	6	249012	69339	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
716	Quests Request from Bellion # J-10.	1	1	369	0	0	313	321	1	1	0	0	-1	411	412	0	0	0	15	30	0	0	0	512	6	197932	55143	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
717	Quests Request from Bellion # J-11.	1	1	370	0	0	317	325	1	1	0	0	-1	401	402	0	0	0	25	15	0	0	0	512	6	267321	153520	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
718	Quests Request from Bellion # J-12.	1	1	371	0	0	317	325	1	1	0	0	-1	396	398	400	0	0	30	30	25	0	0	512	6	314454	87562	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
719	Quests Request from Bellion # J-13 (preliminary).	1	0	372	0	0	317	325	1	1	0	0	-1	396	398	400	0	0	30	30	25	0	0	512	6	314454	87562	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
720	Quests Request from Bellion # J-14.	1	1	373	0	0	321	329	1	1	0	0	-1	391	390	0	0	0	10	40	0	0	0	512	6	314610	150305	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
721	Quests Request from Bellion # J-15.	1	1	374	0	0	321	329	1	1	0	0	-1	400	395	397	0	0	30	20	5	0	0	512	6	245311	98116	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
722	Quests Request from Bellion # J-16.	1	1	375	0	0	325	333	1	1	0	0	-1	385	386	387	0	0	15	10	5	0	0	512	6	402704	289949	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
723	Quests Request from Bellion # J-17.	1	1	376	0	0	325	333	1	1	0	0	-1	407	405	406	0	0	25	10	5	0	0	512	6	275422	158071	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
724	Quests Request from Bellion # J-18 (preliminary).	1	0	377	0	0	325	333	1	1	0	0	-1	385	386	387	0	0	15	10	5	0	0	512	6	402704	289949	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
725	Quests Request from Bellion # J-19.	1	1	378	0	0	329	337	1	1	0	0	-1	409	410	0	0	0	30	10	0	0	0	512	6	248676	127627	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
726	Quests Request from Bellion # J-20.	1	1	379	0	0	329	337	1	1	0	0	-1	390	391	406	0	0	50	10	5	0	0	512	6	394495	195394	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
727	Quests Request from Bellion # J-21.	1	1	381	0	0	333	341	1	1	0	0	-1	408	413	0	0	0	60	10	0	0	0	512	6	338182	150539	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
728	Quests Request from Bellion # J-22.	1	1	380	0	0	333	341	1	1	0	0	-1	385	386	387	0	0	10	15	10	0	0	512	6	446773	321688	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
729	Quests Request from Bellion # J-23 (preliminary).	1	0	381	0	0	333	341	1	1	0	0	-1	385	386	387	0	0	10	15	10	0	0	512	6	446773	321688	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
730	Quests Request from Bellion # J-24.	1	1	372	0	0	337	345	1	1	0	0	-1	415	414	0	0	0	60	10	0	0	0	512	6	355486	156802	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
731	Quests Request from Bellion # J-25.	1	1	377	0	0	337	345	1	1	0	0	-1	408	413	0	0	0	80	20	0	0	0	512	6	517531	252952	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dmitron	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
732	Special quests Yan's bracelet.	1	1	383	3	29	101	249	1	1	0	0	-1	418	0	0	0	0	1	0	0	0	0	16	4	0	0	1330	0	0	1	0	0	0	0	0	Target: Eliminate Junior Demiguard the Survival Island.	Location: Lagramia (Survival Island).	Quest reward: bracelet of Yan.	Be awarded from completing his mission.	NULL		
735	Special quests test Bellion 1st.	1	1	384	3	32	250	250	1	6	0	384	760	0	0	0	0	0	0	0	0	0	0	256	4	0	0	1398	250	0	1	0	0	0	0	0	The goal: to find and show Token Human Correspondent for Bellion.	Location: Genus Laboratory	Quest reward: meta items by class.	Condition:	Description: "Congratulations, too. You have to Genus Laboratory Lv 250. You can not ".		
736	Special quests Bellion testing of the 2nd.	1	1	385	3	33	251	251	1	6	0	384	761	0	0	0	0	0	0	0	0	0	0	256	0	0	0	1313	255	15	2	842	70	1800	4	600	The goal: to find a Human Correspondent. And execution of the request	Location: Genus Laboratory	Quest reward: ticket to Dmitron.	Condition:	Description: "A strange energy. The laboratory. Go into the Human Correspondent at Genus Laboratory.		
737	Special quests test Bellion 3rd.	1	1	386	3	34	252	252	1	1	0	0	-1	392	0	0	0	0	10	0	0	0	0	512	4	0	0	554	0	0	1	0	0	0	0	0	Goal: Eliminate the monsters in Dmitron.	Location: Dmitron	Quest reward: salamander magic stone.	Condition:	Description: When the mission is finished will be awarded automatically.		
738	Special quests test Bellion 4th.	1	1	387	3	35	253	253	1	1	0	0	-1	278	209	207	0	0	20	20	15	0	0	32	2	0	2000000	554	0	0	1	0	0	0	0	0	Goal: Eliminate the monsters	Location: Sea Roost	Quest Reward: EXP 2,000,000.	Condition:	Description: When the mission is finished will be awarded automatically.		
739	Special quests test Bellion 5th.	1	1	388	3	36	254	254	1	1	0	0	-1	133	247	0	0	0	10	10	0	0	0	96	1	2000000	0	554	0	0	1	0	0	0	0	0	Goal: Eliminate the monsters	Location: Sea Roost	Pharos	Quest Reward: Silver 2,000,000 Lime.	Condition:		
740	Special quests test Bellion 6th.	1	1	389	3	37	255	255	1	1	0	0	-1	281	197	249	0	0	10	20	10	0	0	32	4	0	0	228	0	0	1	0	0	0	0	0	Goal: Eliminate the monsters as required.	Location: Sea Roost	Quest reward: Diamond	Condition:	Description: When the mission is finished will be awarded automatically.		
741	Special quests test Bellion 7th.	1	1	390	3	38	256	256	1	6	0	384	767	0	0	0	0	0	0	0	0	0	0	256	0	0	0	1073	0	0	1	0	0	0	0	0	The goal: to find a Human Correspondent. And execution of the request	Location: Genus Laboratory	Quest reward: Dmitron pass.	Condition:	Description: "A strange energy. The laboratory. Go into the Human Correspondent at Genus Laboratory.		
742	Special quests test Bellion 8th.	1	1	391	3	39	257	257	1	1	0	0	791	160	147	151	0	0	5	5	10	0	0	8	0	0	0	1392	0	0	1	0	0	0	0	0	Goal: Eliminate the monsters	Location: Shilon	Quest reward: Necklace of vital power (Quest).	Condition:	Description: "It may not have the talent, but one day, it is useful for you."		
743	Special quests test Bellion 9th.	1	1	392	3	40	258	258	1	1	0	0	792	294	0	0	0	0	10	0	0	0	0	128	0	0	0	1393	0	0	1	0	0	0	0	0	Goal: Eliminate the monsters	Location: White Horn	Quest Reward: Ring of Vitality (Quest).	Condition:	Description: "It may not have the talent, but one day, it is useful for you."		
744	Special quests test Bellion 10th.	1	1	393	3	41	259	259	1	1	0	0	793	300	221	0	0	0	10	10	0	0	0	320	0	0	0	1394	0	0	1	0	0	0	0	0	Goal: Eliminate the monsters	Location: Genus Laboratory	Pharos	Quest reward: Bracelet of Vitality (Quest).	Condition:		
745	Special quests test Bellion 11th.	1	1	394	3	42	260	260	1	8	0	450	797	1392	1393	1394	0	0	0	0	0	0	0	4	0	0	0	554	0	0	1	0	0	0	0	0	The goal: to rescue trapped in Human Scout Deckadun 2.	Location: Deckadun	Quest reward: one free redistribution chance.	Conditions: Necklace of Vitality	Ring of Vitality	±×°Í¿¡ °¡¼­ ±¸ÃâÇÏ·Á¸é »ý¸íÀÇ ¾×¼¼¼­¸® ¼¼Æ®¶õ Æ¯¼öÇÑ Àåºñ°¡ ÇÊ¿äÇÏ³×."	
746	Special quests test Bellion 12th.	1	1	395	3	43	261	261	1	6	0	384	770	0	0	0	0	0	0	0	0	0	0	256	0	0	0	554	0	0	1	0	0	0	0	0	target	Location: Genus Laboratory	Quest reward: Dmitron pass.	Condition:	Description: "A strange energy. The laboratory. Go into the Human Correspondent at Genus Laboratory.		
747	Special quests test Bellion 13th.	1	1	396	3	44	262	262	1	1	0	0	-1	411	0	0	0	0	10	0	0	0	0	512	4	0	0	554	0	0	2	0	0	0	0	0	Goal: Eliminate the monsters in Dmitron.	Location: Dmitron	Quest reward: 2 salamander magic stones.	Condition:	Description: When the mission is finished will be awarded automatically.		
748	Special quests Bellion test of 14 times.	1	1	397	3	45	263	263	1	1	0	0	-1	245	291	243	0	0	10	10	10	0	0	64	2	0	3000000	554	0	0	1	0	0	0	0	0	Goal: Eliminate the monsters	Location: Pharos	Quest Reward: EXP 3,000,000.	Condition:	Description: When the mission is finished will be awarded automatically.		
749	Special quests test Bellion 15th.	1	1	398	3	46	264	264	1	1	0	0	-1	358	362	0	0	0	10	10	0	0	0	256	1	3000000	0	554	0	0	1	0	0	0	0	0	Goal: Eliminate the monsters	Location: Genus Laboratory	Quest Reward: Silver 3,000,000 Lime.	Condition:	Description: When the mission is finished will be awarded automatically.		
750	Special quests test Bellion 16th.	1	1	399	3	47	265	265	1	10	0	2	800	224	0	0	0	0	1	0	0	0	0	64	0	0	0	228	0	0	1	0	0	0	0	0	Target: Mother Dragon fight	Location: Pharos	Quest reward: Diamond	Condition:	Description: I know that you get stronger. Why do not you try to fight Mother Dragon to it?		
